SEGMENTID,ONSTREETNAME 1,FROMSTREETNAME,TOSTREETNAME,BOROUGH_CODE,WORK_START_DATE,WORK_END_DATE,PURPOSE
112911,151 ST       ,85 AVENUE,85 DRIVE,Q,2018-06-25 00:00:00,2018-07-25 23:59:59,DOT IN-HOUSE MILLING
112483,TYSEN ST       ,FILLMORE STREET,GORDON PLACE,S,2018-04-24 00:00:00,2018-05-24 23:59:59,DOT IN-HOUSE PAVING
112484,TYSEN ST       ,CASSIDY PLACE,GORDON PLACE,S,2018-04-24 00:00:00,2018-05-24 23:59:59,DOT IN-HOUSE PAVING
112911,151 ST       ,85 AVENUE,85 DRIVE,Q,2018-06-25 00:00:00,2018-07-25 23:59:59,DOT IN-HOUSE PAVING
113275,51 AV       ,72 PLACE,BEND,Q,2018-05-01 00:00:00,2018-06-01 23:59:59,DOT IN-HOUSE PAVING
112496,TILDEN ST       ,BEND,BRIGHTON AVENUE,S,2018-04-23 00:00:00,2018-07-21 23:58:59,CONTRACT ROADWAY MILLING
112497,TILDEN ST       ,BEND,DESOTO STREET,S,2018-04-23 00:00:00,2018-07-21 23:58:59,CONTRACT ROADWAY MILLING
32785,E 13 ST    ,BROADWAY,UNIVERSITY PLACE,M,2018-06-09 00:00:00,2018-06-18 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
19821,82 ST       ,19 AVENUE,20 AVENUE,B,2018-04-03 00:00:00,2018-04-09 23:59:59,DOT IN-HOUSE MILLING
19957,82 ST       ,20 AVENUE,21 AVENUE,B,2018-04-03 00:00:00,2018-04-09 23:59:59,DOT IN-HOUSE MILLING
43347,ROCHESTER AV       ,CARROLL STREET,CROWN STREET,B,2018-05-29 00:00:00,2018-06-04 23:59:59,DOT IN-HOUSE MILLING
43360,ROCHESTER AV       ,CARROLL STREET,PRESIDENT STREET,B,2018-05-29 00:00:00,2018-06-04 23:59:59,DOT IN-HOUSE MILLING
43361,ROCHESTER AV       ,PRESIDENT STREET,UNION STREET,B,2018-05-29 00:00:00,2018-06-04 23:59:59,DOT IN-HOUSE MILLING
54187,CHANNEL RD       ,DEAD END,EAST   10 ROAD,Q,2018-04-12 00:00:00,2018-04-15 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
21818,27 ST       ,3 AVENUE,DEAD END,B,2018-04-05 00:00:00,2018-04-09 23:59:59,DOT IN-HOUSE PAVING
54187,CHANNEL RD       ,DEAD END,EAST   10 ROAD,Q,2018-04-12 00:00:00,2018-04-15 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
54187,CHANNEL RD       ,DEAD END,EAST   10 ROAD,Q,2018-04-12 00:00:00,2018-04-15 23:58:59,PLACE CRANE OR SHOVEL ON STREET
54188,E 10 RD    ,CHANNEL ROAD,DEAD END,Q,2018-04-12 00:00:00,2018-04-15 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
67208,29 ST       ,47 AVENUE,SKILLMAN AVENUE,Q,2018-04-01 00:00:00,2018-04-10 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
9550,S GANNON AV,CLERMONT PLACE,QUINLAN AVENUE,S,2018-05-10 08:26:37,2018-08-08 23:58:59,CONTRACT ROADWAY MILLING
120442,EMERSON DR       ,BEND,CLOVE ROAD,S,2018-07-19 11:57:00,2018-08-17 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
120442,EMERSON DR       ,CLOVE ROAD,DIANA TRAIL,S,2018-07-19 11:59:33,2018-08-20 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
21994,HICKS ST       ,PRESIDENT STREET,UNION STREET,B,2018-08-29 00:00:00,2018-09-07 23:59:59,DOT IN-HOUSE PAVING
115148,VOORHIES AV       ,EAST   16 STREET,SHORE PARKWAY,B,2018-07-25 00:00:00,2018-07-30 23:59:59,DOT IN-HOUSE PAVING
120473,SHORE PKWY       ,BELT PARKWAY WB EN E   13 ST,HOMECREST AVENUE,B,2018-07-25 00:00:00,2018-07-30 23:59:59,DOT IN-HOUSE PAVING
85783,COMMONWEALTH AV       ,EAST  172 STREET,NYCTA SUBWAY,X,2018-05-25 09:41:07,2018-08-22 23:59:59,DOT IN-HOUSE PAVING
162222,3 ST       ,3 AVENUE,4 AVENUE,B,2018-07-16 00:00:00,2018-07-20 23:59:59,DOT IN-HOUSE PAVING
162223,3 ST       ,3 AVENUE,4 AVENUE,B,2018-07-16 00:00:00,2018-07-20 23:59:59,DOT IN-HOUSE PAVING
16366,MONROE AV       ,BENZIGER AVENUE,CORSON AVENUE,S,2018-04-23 00:00:00,2018-07-21 23:58:59,CONTRACT ROADWAY MILLING
42871,FOSTER AV       ,EAST   94 STREET,EAST   95 STREET,B,2018-10-30 00:00:00,2018-11-09 23:59:59,DOT IN-HOUSE MILLING
9553,S GANNON AV,CLERMONT PLACE,GANSEVOORT BOULEVARD,S,2018-05-10 08:20:10,2018-08-08 23:58:59,CONTRACT ROADWAY MILLING
169725,W 19 RD    ,CROSS BAY BOULEVARD,BODY OF WATER,Q,2018-03-19 12:18:26,2018-03-22 23:58:59,PLACE CRANE OR SHOVEL ON STREET
169726,W 19 RD    ,CROSS BAY BOULEVARD,BODY OF WATER,Q,2018-03-19 12:18:26,2018-03-22 23:58:59,PLACE CRANE OR SHOVEL ON STREET
9664,S GANNON AV,GANSEVOORT BOULEVARD,MOUNTAINVIEW AVENUE,S,2018-05-10 08:20:09,2018-08-08 23:58:59,CONTRACT ROADWAY MILLING
120581,EMERSON DR       ,BEND,CLOVE ROAD,S,2018-07-19 11:57:00,2018-08-17 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
236952,W 21 ST,HIGH LINE,11 AVENUE,M,2018-05-19 00:00:00,2018-05-28 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
236952,W 21 ST,HIGH LINE,11 AVENUE,M,2018-05-19 00:00:00,2018-05-28 23:58:59,PLACE CRANE OR SHOVEL ON STREET
270613,BROADWAY        ,BROOKLYN QUEENS EXPWY ET   40 EB,72 STREET,Q,2018-04-09 00:00:00,2018-05-31 23:59:59,DOT IN-HOUSE MILLING
270613,BROADWAY        ,BROOKLYN QUEENS EXPWY ET   40 EB,72 STREET,Q,2018-04-09 00:00:00,2018-05-31 23:59:59,DOT IN-HOUSE PAVING
106822,56 AV       ,59 STREET,60 STREET,Q,2018-07-17 00:00:00,2018-07-19 23:58:59,PLACE CRANE OR SHOVEL ON STREET
23852,MONTAGUE ST       ,CLINTON STREET,HENRY STREET,B,2018-05-19 00:00:00,2018-05-28 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
23852,MONTAGUE ST       ,CLINTON STREET,HENRY STREET,B,2018-05-19 00:00:00,2018-05-28 23:58:59,PLACE CRANE OR SHOVEL ON STREET
106823,56 AV       ,59 STREET,60 STREET,Q,2018-07-17 00:00:00,2018-07-19 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
106823,56 AV       ,59 STREET,60 STREET,Q,2018-07-17 00:00:00,2018-07-19 23:58:59,PLACE CRANE OR SHOVEL ON STREET
23091,THAMES ST       ,GREENWICH STREET,TRINITY PLACE,M,2018-03-12 16:43:56,2018-04-10 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
108479,TRANTOR PL       ,DR M L KING JR EP ET   13 NB,BAYONNE BRIDGE ENTRANCE,S,2018-07-10 00:00:00,2018-10-08 23:58:59,CONTRACT ROADWAY MILLING
9640,HOLBERNT CT       ,DEAD END,JEWETT AVENUE,S,2018-05-14 00:00:00,2018-08-11 23:58:59,MAJOR INSTALLATION - GAS
33938,W 39 ST   ,7 AVENUE,BROADWAY,M,2018-06-04 00:00:00,2018-06-15 23:59:59,DOT IN-HOUSE PAVING
120686,SHORE PKWY       ,BEND,EAST   12 STREET,B,2018-07-26 00:00:00,2018-07-31 23:59:59,DOT IN-HOUSE PAVING
32990,E 20 ST    ,GRAMERCY PARK,GRAMERCY PARK,M,2018-06-16 00:00:00,2018-06-18 23:58:59,PLACE CRANE OR SHOVEL ON STREET
167750,BEACH CHANNEL DR,BEACH  169 STREET,MARINE PARKWAY BR APPROACH,Q,2018-09-17 00:00:00,2018-11-19 23:59:59,DOT IN-HOUSE PAVING
167761,BEACH CHANNEL DR,BEND,MARINE PARKWAY BR APPROACH,Q,2018-09-17 00:00:00,2018-11-19 23:59:59,DOT IN-HOUSE PAVING
167771,BEACH CHANNEL DR,BEND,JACOB RIIS PARK DRIVEWAY,Q,2018-09-17 00:00:00,2018-11-19 23:59:59,DOT IN-HOUSE PAVING
110143,RYE AV       ,PETRUS AVENUE,POMPEY AVENUE,S,2018-05-10 08:18:15,2018-08-08 23:58:59,CONTRACT ROADWAY MILLING
42893,FOSTER AV       ,EAST   95 STREET,EAST   96 STREET,B,2018-10-30 00:00:00,2018-11-09 23:59:59,DOT IN-HOUSE MILLING
9670,S GANNON AV,MELBA STREET,MOUNTAINVIEW AVENUE,S,2018-05-10 08:20:09,2018-08-08 23:58:59,CONTRACT ROADWAY MILLING
9677,S GANNON AV,GOWER STREET,MELBA STREET,S,2018-05-10 08:20:08,2018-08-08 23:58:59,CONTRACT ROADWAY MILLING
16800,79 ST       ,COLONIAL ROAD,RIDGE BOULEVARD,B,2018-08-27 00:00:00,2018-11-25 23:58:59,CONTRACT ROADWAY MILLING
162604,POPLAR ST       ,HICKS STREET,WILLOW STREET,B,2018-07-13 00:00:00,2018-07-17 23:59:59,DOT IN-HOUSE PAVING
109886,NORMAN AV       ,HUMBOLDT STREET,JEWELL STREET,B,2018-06-25 00:00:00,2018-09-23 23:58:59,CONTRACT ROADWAY MILLING
110001,MYRTLE AV       ,CARLTON AVENUE,WASHINGTON PARK,B,2018-06-25 00:00:00,2018-09-23 23:58:59,CONTRACT ROADWAY MILLING
110002,MYRTLE AV       ,CARLTON AVENUE,WASHINGTON PARK,B,2018-06-25 00:00:00,2018-09-23 23:58:59,CONTRACT ROADWAY MILLING
122063,PRINCE ST       ,CONCORD STREET,DEAD END,B,2018-06-25 00:00:00,2018-09-23 23:58:59,CONTRACT ROADWAY MILLING
111137,TATE ST       ,BEND,TRANTOR PLACE,S,2018-07-10 00:00:00,2018-10-08 23:58:59,CONTRACT ROADWAY MILLING
12453,CARY AV       ,ROE STREET,TAYLOR STREET,S,2018-07-10 00:00:00,2018-10-08 23:58:59,CONTRACT ROADWAY MILLING
12458,CARY AV       ,ELIZABETH STREET,ROE STREET,S,2018-07-10 00:00:00,2018-10-08 23:58:59,CONTRACT ROADWAY MILLING
13878,CASTLETON AV       ,BEND,PORTLAND PLACE,S,2018-07-10 00:00:00,2018-10-08 23:58:59,CONTRACT ROADWAY MILLING
110001,MYRTLE AV       ,CARLTON AVENUE,WASHINGTON PARK,B,2018-07-11 00:00:00,2018-07-20 23:59:59,DOT IN-HOUSE PAVING
110002,MYRTLE AV       ,CARLTON AVENUE,WASHINGTON PARK,B,2018-07-11 00:00:00,2018-07-20 23:59:59,DOT IN-HOUSE PAVING
21194,44 ST       ,12 AVENUE,FT HAMILTON PARKWAY,B,2018-12-26 00:00:00,2018-12-30 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
21194,44 ST       ,12 AVENUE,FT HAMILTON PARKWAY,B,2018-12-26 00:00:00,2018-12-30 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
43356,E 96 ST,EAST NEW YORK AVENUE,RUTLAND ROAD,B,2018-10-31 00:00:00,2018-11-09 23:59:59,DOT IN-HOUSE MILLING
43453,E 96 ST,CLARKSON AVENUE,WINTHROP STREET,B,2018-10-31 00:00:00,2018-11-09 23:59:59,DOT IN-HOUSE MILLING
43457,E 96 ST,RUTLAND ROAD,WINTHROP STREET,B,2018-10-31 00:00:00,2018-11-09 23:59:59,DOT IN-HOUSE MILLING
44345,OLIVE ST       ,GRAND STREET,POWERS STREET,B,2018-10-16 14:04:28,2018-11-10 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
257486,FULTON ST       ,BROADWAY,CHURCH STREET,M,2018-05-01 16:59:55,2018-05-27 23:58:59,CROSSING SIDEWALK
257486,FULTON ST       ,BROADWAY,CHURCH STREET,M,2018-05-01 16:59:55,2018-05-27 23:58:59,INSTALL FENCE
257486,FULTON ST       ,BROADWAY,CHURCH STREET,M,2018-05-01 16:59:55,2018-05-27 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
51671,95 AV       ,96 STREET,97 STREET,Q,2018-05-07 09:55:25,2018-06-08 23:59:59,DOT IN-HOUSE PAVING
92648,149 ST       ,20 ROAD,21 AVENUE,Q,2018-10-29 00:00:00,2018-12-14 23:59:59,DOT IN-HOUSE PAVING
30789,S 1 ST,DRIGGS AVENUE,ROEBLING STREET,B,2017-12-28 00:00:00,2018-03-28 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
250461,REDMOND AV       ,CARRIAGE COURT,BEND,S,2018-12-20 07:30:34,2019-01-20 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
159836,SOUTH AV       ,FAHY AVENUE,HUGHES AVENUE,S,2018-10-11 09:20:28,2018-10-31 23:59:59,DOT IN-HOUSE MILLING
159836,SOUTH AV       ,FAHY AVENUE,HUGHES AVENUE,S,2018-10-11 09:20:28,2018-10-31 23:59:59,DOT IN-HOUSE PAVING
29733,PRESIDENT ST       ,BROOKLYN AVENUE,NEW YORK AVENUE,B,2018-05-29 00:00:00,2018-05-31 23:59:59,DOT IN-HOUSE PAVING
29836,PRESIDENT ST       ,BROOKLYN AVENUE,KINGSTON AVENUE,B,2018-05-29 00:00:00,2018-05-31 23:59:59,DOT IN-HOUSE PAVING
34170,W 39 ST   ,5 AVENUE,6 AVENUE,M,2018-06-04 00:00:00,2018-06-15 23:59:59,DOT IN-HOUSE PAVING
34171,E 39 ST    ,5 AVENUE,MADISON AVENUE,M,2018-06-04 00:00:00,2018-06-15 23:59:59,DOT IN-HOUSE PAVING
119212,195 ST       ,119 AVENUE,BEND,Q,2018-06-30 00:00:00,2018-08-02 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
31555,WORTH ST       ,HUDSON STREET,WEST BROADWAY,M,2018-03-14 00:00:00,2018-06-01 23:58:59,DDC CONTRACTOR MAJOR RECONSTRUCTION-PROT
34247,W 58 ST,7 AVENUE,BROADWAY,M,2018-06-09 00:00:00,2018-06-11 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
34247,W 58 ST,7 AVENUE,BROADWAY,M,2018-06-09 00:00:00,2018-06-11 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
34247,W 58 ST,7 AVENUE,BROADWAY,M,2018-06-09 00:00:00,2018-06-11 23:58:59,PLACE CRANE OR SHOVEL ON STREET
230715,AV S       ,EAST    5 STREET,OCEAN PARKWAY,B,2018-09-04 00:00:00,2018-09-14 23:59:59,DOT IN-HOUSE PAVING
8990,MARTIN AV       ,NORTH GANNON AVENUE,PURDY AVENUE,S,2018-07-25 13:14:37,2018-08-31 23:59:59,DOT IN-HOUSE PAVING
112900,84 DR       ,148 STREET,BEND,Q,2018-06-25 00:00:00,2018-07-25 23:59:59,DOT IN-HOUSE MILLING
112912,151 ST       ,85 AVENUE,85 DRIVE,Q,2018-06-25 00:00:00,2018-07-25 23:59:59,DOT IN-HOUSE MILLING
112912,151 ST       ,85 AVENUE,85 DRIVE,Q,2018-06-25 00:00:00,2018-07-25 23:59:59,DOT IN-HOUSE PAVING
34173,W 40 ST,5 AVENUE,6 AVENUE,M,2018-06-11 00:00:00,2018-06-22 23:59:59,DOT IN-HOUSE PAVING
34384,W 62 ST,AMSTERDAM AVENUE,COLUMBUS AVENUE,M,2018-06-11 00:00:00,2018-06-22 23:59:59,DOT IN-HOUSE PAVING
119328,VYSE AV       ,BEND,EAST  174 STREET,X,2018-06-25 00:00:00,2018-07-26 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
119328,VYSE AV       ,BEND,EAST  174 STREET,X,2018-06-25 00:00:00,2018-07-26 23:58:59,PLACE CRANE OR SHOVEL ON STREET
13834,CLINTON AV       ,FILLMORE STREET,VAN BUREN STREET,S,2018-04-30 00:00:00,2018-05-30 23:59:59,DOT IN-HOUSE PAVING
270791,W 225 ST,BROADWAY,MARBLE HILL AVENUE,M,2018-06-07 00:00:00,2018-07-02 23:58:59,PLACE CRANE OR SHOVEL ON STREET
13851,STANLEY AV       ,BEND,BRIGHTON AVENUE,S,2018-04-12 09:24:50,2018-05-11 23:59:59,DOT IN-HOUSE PAVING
270791,W 225 ST,BROADWAY,MARBLE HILL AVENUE,M,2018-06-07 00:00:00,2018-07-02 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
270791,W 225 ST,BROADWAY,MARBLE HILL AVENUE,M,2018-06-07 00:00:00,2018-07-02 23:58:59,PLACE MATERIAL ON STREET
270791,W 225 ST,BROADWAY,MARBLE HILL AVENUE,M,2018-06-07 00:00:00,2018-07-02 23:58:59,RAPID TRANSIT CONSTRUCT/ ALTERATION-PROT
51671,95 AV       ,96 STREET,97 STREET,Q,2018-05-07 09:55:24,2018-06-08 23:59:59,DOT IN-HOUSE MILLING
51672,95 ST       ,97 AVENUE,99 AVENUE,Q,2018-05-07 10:23:09,2018-06-08 23:59:59,DOT IN-HOUSE PAVING
51789,103 AV       ,95 STREET,96 STREET,Q,2018-05-07 10:04:44,2018-06-08 23:59:59,DOT IN-HOUSE MILLING
250462,REDMOND AV       ,CARRIAGE COURT,BEND,S,2018-12-20 07:30:34,2019-01-20 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
163670,E 15 ST    ,ALBEMARLE ROAD,CHURCH AVENUE,B,2018-07-13 00:00:00,2018-07-17 23:59:59,DOT IN-HOUSE MILLING
23147,OLD SLIP       ,FRONT STREET,WATER STREET,M,2018-08-20 16:34:29,2018-09-11 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
23147,OLD SLIP       ,FRONT STREET,WATER STREET,M,2018-08-20 16:34:29,2018-09-11 23:58:59,PLACE MATERIAL ON STREET
159837,SOUTH AV       ,FAHY AVENUE,HUGHES AVENUE,S,2018-10-11 09:20:28,2018-10-31 23:59:59,DOT IN-HOUSE MILLING
13834,CLINTON AV       ,FILLMORE STREET,VAN BUREN STREET,S,2018-04-27 00:00:00,2018-05-28 23:59:59,DOT IN-HOUSE PAVING
159837,SOUTH AV       ,FAHY AVENUE,HUGHES AVENUE,S,2018-10-11 09:20:28,2018-10-31 23:59:59,DOT IN-HOUSE PAVING
36827,11 ST       ,46 AVENUE,46 ROAD,Q,2018-05-27 00:00:00,2018-06-30 23:59:59,DOT IN-HOUSE PAVING
36829,11 ST       ,45 ROAD,46 AVENUE,Q,2018-05-27 00:00:00,2018-06-30 23:59:59,DOT IN-HOUSE MILLING
36829,11 ST       ,45 ROAD,46 AVENUE,Q,2018-05-27 00:00:00,2018-06-30 23:59:59,DOT IN-HOUSE PAVING
36831,11 ST       ,45 AVENUE,45 ROAD,Q,2018-05-27 00:00:00,2018-06-30 23:59:59,DOT IN-HOUSE PAVING
159857,SOUTH AV       ,FAHY AVENUE,HUGHES AVENUE,S,2018-09-07 08:05:19,2018-11-15 23:58:59,CONTRACT ROADWAY MILLING
45785,BEACH CHANNEL DR,BEACH  169 STREET,BEND,Q,2018-09-17 00:00:00,2018-11-19 23:59:59,DOT IN-HOUSE PAVING
46076,E 88 ST    ,AVENUE M,AVENUE N,B,2018-11-05 00:00:00,2018-11-09 23:59:59,DOT IN-HOUSE PAVING
127576,MERCER ST       ,BROOME STREET,SPRING STREET,M,2018-06-16 00:00:00,2018-06-25 23:58:59,PLACE CRANE OR SHOVEL ON STREET
127577,MERCER ST       ,BROOME STREET,SPRING STREET,M,2018-06-16 00:00:00,2018-06-25 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
127577,MERCER ST       ,BROOME STREET,SPRING STREET,M,2018-06-16 00:00:00,2018-06-25 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
255778,S RAILROAD AV,DEAD END,JEFFERSON AVENUE,S,2018-11-20 09:15:49,2018-12-31 23:59:59,DOT IN-HOUSE PAVING
37544,E 78 ST    ,3 AVENUE,LEXINGTON AVENUE,M,2018-02-26 00:00:00,2018-03-28 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
37544,E 78 ST    ,3 AVENUE,LEXINGTON AVENUE,M,2018-02-26 00:00:00,2018-03-28 23:58:59,PLACE CRANE OR SHOVEL ON STREET
160200,RICHMOND TER       ,NEWARK AVENUE,BAYONNE BRIDGE,S,2018-09-25 00:00:00,2018-10-25 23:58:59,PLACE CRANE OR SHOVEL ON STREET
51674,88 ST       ,157 AVENUE,158 AVENUE,Q,2018-09-10 00:00:00,2018-11-05 23:59:59,DOT IN-HOUSE MILLING
23147,OLD SLIP       ,FRONT STREET,WATER STREET,M,2018-08-26 00:00:00,2018-09-11 23:58:59,RAPID TRANSIT CONSTRUCT/ ALTERATION
51682,88 ST       ,156 AVENUE,157 AVENUE,Q,2018-09-10 00:00:00,2018-11-05 23:59:59,DOT IN-HOUSE MILLING
107100,ROGERS PL       ,BEND,NYCTA SUBWAY,X,2018-09-09 00:00:00,2018-09-29 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
107100,ROGERS PL       ,BEND,NYCTA SUBWAY,X,2018-09-09 00:00:00,2018-09-29 23:58:59,PLACE CRANE OR SHOVEL ON STREET
107101,ROGERS PL       ,BEND,NYCTA SUBWAY,X,2018-09-09 00:00:00,2018-09-29 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
107101,ROGERS PL       ,BEND,NYCTA SUBWAY,X,2018-09-09 00:00:00,2018-09-29 23:58:59,PLACE CRANE OR SHOVEL ON STREET
30902,DIVISION AV       ,BROADWAY,HARRISON AVENUE,B,2018-08-08 00:00:00,2018-08-13 23:59:59,DOT IN-HOUSE PAVING
59869,FARMERS BLVD,142 AVENUE,143 AVENUE,Q,2018-10-22 00:00:00,2018-12-14 23:59:59,DOT IN-HOUSE PAVING
59871,FARMERS BLVD,140 AVENUE,142 AVENUE,Q,2018-10-15 14:11:05,2018-12-14 23:59:59,DOT IN-HOUSE PAVING
159426,VETERANS RD E,AMBASSADOR LANE,BLOOMINGDALE ROAD,S,2018-04-16 00:00:00,2018-05-01 23:58:59,CONTRACT ROADWAY MILLING
159463,ROSSVILLE AV       ,VETERANS ROAD EAST,WEST SHORE EXPRESSWAY,S,2018-04-16 00:00:00,2018-05-01 23:58:59,CONTRACT ROADWAY MILLING
130981,JUNO ST       ,68 AVENUE,69 AVENUE,Q,2018-06-23 00:00:00,2018-07-02 23:58:59,PLACE CRANE OR SHOVEL ON STREET
130982,JUNO ST       ,68 AVENUE,69 AVENUE,Q,2018-06-23 00:00:00,2018-07-02 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
130982,JUNO ST       ,68 AVENUE,69 AVENUE,Q,2018-06-23 00:00:00,2018-07-02 23:58:59,PLACE CRANE OR SHOVEL ON STREET
51820,99 AV       ,97 STREET,98 STREET,Q,2018-05-07 10:00:15,2018-06-08 23:59:59,DOT IN-HOUSE PAVING
51821,98 ST       ,95 AVENUE,97 AVENUE,Q,2018-05-07 09:53:42,2018-06-08 23:59:59,DOT IN-HOUSE MILLING
51821,98 ST       ,95 AVENUE,97 AVENUE,Q,2018-05-07 09:53:43,2018-06-08 23:59:59,DOT IN-HOUSE PAVING
159464,ROSSVILLE AV       ,VETERANS ROAD EAST,WEST SHORE EXPRESSWAY,S,2018-05-03 00:00:00,2018-06-04 23:59:59,DOT IN-HOUSE PAVING
159467,ROSSVILLE AV       ,VETERANS ROAD WEST,WEST SHORE EXPRESSWAY,S,2018-05-03 00:00:00,2018-06-04 23:59:59,DOT IN-HOUSE PAVING
159468,ROSSVILLE AV       ,VETERANS ROAD WEST,WEST SHORE EXPRESSWAY,S,2018-05-03 00:00:00,2018-06-04 23:59:59,DOT IN-HOUSE PAVING
51823,98 ST       ,97 AVENUE,99 AVENUE,Q,2018-05-07 09:53:45,2018-06-08 23:59:59,DOT IN-HOUSE MILLING
160837,N RAMP VIADUCT      ,RICHMOND TERRACE,NYCTA SUBWAY,S,2018-03-30 13:24:18,2018-06-28 23:58:59,PLACE MATERIAL ON STREET
9003961,W 140 ST  ,7 AVENUE,LENOX AVENUE,M,2018-07-02 11:44:02,2018-08-03 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
9003961,W 140 ST  ,7 AVENUE,LENOX AVENUE,M,2018-07-02 11:44:03,2018-08-03 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
9003962,W 140 ST  ,7 AVENUE,LENOX AVENUE,M,2018-07-02 11:44:03,2018-08-03 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
9003963,W 140 ST  ,7 AVENUE,LENOX AVENUE,M,2018-07-02 11:44:02,2018-08-03 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
113988,ST RAYMONDS AVENUE      ,BEND,CASTLE HILL AVENUE,X,2018-04-26 14:48:59,2018-07-24 23:59:59,DOT IN-HOUSE PAVING
159966,NELSON AV       ,HYLAN BOULEVARD,HARTFORD STREET,S,2018-04-23 00:00:00,2018-05-23 23:59:59,DOT IN-HOUSE PAVING
114125,HIGHLAND AV       ,BEND,BEND,Q,2018-06-25 00:00:00,2018-07-25 23:59:59,DOT IN-HOUSE MILLING
114125,HIGHLAND AV       ,BEND,BEND,Q,2018-06-25 00:00:00,2018-07-25 23:59:59,DOT IN-HOUSE PAVING
114103,CROMWELL CIR       ,BEND,FAIRVIEW PLACE,S,2018-06-21 10:15:25,2018-07-20 23:58:59,PAVE STREET-W/ ENGINEERING & INSP FEE
110030,COLON AV       ,KATAN LOOP,KATAN LOOP,S,2018-08-14 10:43:15,2018-11-12 23:58:59,CONTRACT ROADWAY MILLING
110221,FENWAY CIR       ,BEND,BEND,S,2018-08-14 10:01:07,2018-11-12 23:58:59,CONTRACT ROADWAY MILLING
59871,FARMERS BLVD,142 AVENUE,142 AVENUE,Q,2018-10-22 00:00:00,2018-12-14 23:59:59,DOT IN-HOUSE PAVING
59872,FARMERS BLVD,140 AVENUE,142 AVENUE,Q,2018-10-15 14:11:05,2018-12-14 23:59:59,DOT IN-HOUSE PAVING
161734,40 ST       ,2 AVENUE,3 AVENUE,B,2018-10-15 00:00:00,2018-10-18 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
161747,39 ST       ,3 AVENUE,4 AVENUE,B,2018-03-28 00:00:00,2018-04-25 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
161747,39 ST       ,3 AVENUE,4 AVENUE,B,2018-03-28 00:00:00,2018-04-25 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
106913,CANAL PL       ,EAST  138 STREET,EAST  140 STREET,X,2018-08-15 00:00:00,2018-09-05 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
161734,40 ST       ,2 AVENUE,3 AVENUE,B,2018-10-15 00:00:00,2018-10-18 23:58:59,PLACE CRANE OR SHOVEL ON STREET
106912,CANAL PL       ,EAST  138 STREET,EAST  140 STREET,X,2018-08-15 00:00:00,2018-09-05 23:58:59,PLACE CRANE OR SHOVEL ON STREET
36009,W 56 ST,5 AVENUE,6 AVENUE,M,2018-06-04 00:00:00,2018-06-15 23:59:59,DOT IN-HOUSE PAVING
165638,E 70 ST,LEXINGTON AVENUE,PARK AVENUE,M,2018-05-28 00:00:00,2018-08-01 23:58:59,CONTRACT ROADWAY MILLING
162097,18 ST       ,4 AVENUE,5 AVENUE,B,2018-09-27 14:39:55,2018-12-01 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
